bibkey,url,bib_title,bib_doi,match_title,match_doi,title_match_ratio,same_doi,search_string
hali19,https://repository.ubn.ru.nl/handle/2066/207039,"HER2, chromosome 17 polysomy and DNA ploidy status in breast cancer; a translational study",https://doi.org/10.1038/s41598-019-48212-2,"HER2, chromosome 17 polysomy and DNA ploidy status in breast cancer; a translational study",https://doi.org/10.1038/s41598-019-48212-2,1.0,True,"HER2, chromosome 17 polysomy and DNA ploidy status in breast cancer; a translational study Halilovic Verweij Simons Stevens-Kroef Vermeulen Elsink Tops Otte-Holler Laak Water Boelens Schlooz-Vries Dijkstra Nagtegaal Tol Cleef Span Bult"
hamb08,https://repository.ubn.ru.nl/handle/2066/70642,Thirty-two-channel coil 3T magnetic resonance-guided biopsies of prostate tumor suspicious regions identified on multimodality 3T magnetic resonance imaging: technique and feasibility,https://doi.org/10.1097/RLI.0b013e31817d0506,Thirty-two-channel coil 3T magnetic resonance-guided biopsies of prostate tumor suspicious regions identified on multimodality 3T magnetic resonance imaging: technique and feasibility.,https://doi.org/10.1097/RLI.0b013e31817d0506,0.997275204359673,True,Thirty-two-channel coil 3T magnetic resonance-guided biopsies of prostate tumor suspicious regions identified on multimodality 3T magnetic resonance imaging technique and feasibility Hambrock Fütterer Huisman Hulsbergen-van  Kaa Basten Oort Witjes Barentsz
hamb10,https://repository.ubn.ru.nl/handle/2066/87401,Magnetic resonance imaging guided prostate biopsy in men with repeat negative biopsies and increased prostate specific antigen,https://doi.org/10.1016/j.juro.2009.10.022,Magnetic resonance imaging guided prostate biopsy in men with repeat negative biopsies and increased prostate specific antigen.,https://doi.org/10.1016/j.juro.2009.https://doi.org/10.022,0.9960474308300395,False,Magnetic resonance imaging guided prostate biopsy in men with repeat negative biopsies and increased prostate specific antigen Hambrock Somford Hoeks Bouwense Huisman Yakar Oort Witjes Fütterer Barentsz
hamb11,https://repository.ubn.ru.nl/handle/2066/97304,Relationship between Apparent Diffusion Coefficients at 3.0-T MR Imaging and Gleason Grade in Peripheral Zone Prostate Cancer,https://doi.org/10.1148/radiol.11091409,Relationship between apparent diffusion coefficients at 3.0-T MR imaging and Gleason grade in peripheral zone prostate cancer,https://doi.org/10.1148/radiol.11091409,1.0,True,Relationship between Apparent Diffusion Coefficients at 3.0-T MR Imaging and Gleason Grade in Peripheral Zone Prostate Cancer Hambrock Somford Huisman Oort Witjes Hulsbergen-van  Kaa Scheenen Barentsz
hamb12,https://repository.ubn.ru.nl/handle/2066/109206,Prospective Assessment of Prostate Cancer Aggressiveness Using 3-T Diffusion-Weighted Magnetic Resonance Imaging-Guided Biopsies Versus a Systematic 10-Core Transrectal Ultrasound Prostate Biopsy Cohort,https://doi.org/10.1016/j.eururo.2011.08.042,Prospective assessment of prostate cancer aggressiveness using 3-T diffusion-weighted magnetic resonance imaging-guided biopsies versus a systematic 10-core transrectal ultrasound prostate biopsy cohort.,https://doi.org/10.1016/j.eururo.2011.08.042,0.9975308641975309,True,Prospective Assessment of Prostate Cancer Aggressiveness Using 3-T Diffusion-Weighted Magnetic Resonance Imaging-Guided Biopsies Versus a Systematic 10-Core Transrectal Ultrasound Prostate Biopsy Cohort Hambrock Hoeks Hulsbergen-van  Kaa Scheenen Fütterer Bouwense Oort Schröder Huisman Barentsz
heim09,https://repository.ubn.ru.nl/handle/2066/81757,Comparison and Evaluation of Methods for Liver Segmentation From CT Datasets,https://doi.org/10.1109/TMI.2009.2013851,Comparison and evaluation of methods for liver segmentation from CT datasets.,https://doi.org/10.1109/TMI.2009.2013851,0.9934640522875817,True,Comparison and Evaluation of Methods for Liver Segmentation From CT Datasets Heimann Ginneken Styner Arzhaeva Aurich Bauer Beck Becker Beichel Bekes Bello Binnig Bischof Bornik Cashman Chi Cordova Dawant Fidrich Furst Furukawa Grenacher Hornegger Kainmuller Kitney Kobatake Lamecker Lange Lee Lennon Li Li Meinzer Nemeth Raicu Rau Rikxoort Rousson Rusko Saddi Schmidt Seghers Shimizu Slagmolen Sorantin Soza Susomboon Waite Wimmer Wolf
hend21a,https://repository.ubn.ru.nl/handle/2066/238628,Development and Validation of a Convolutional Neural Network for Automated Detection of Scaphoid Fractures on Conventional Radiographs,https://doi.org/10.1148/ryai.2021200260,Development and Validation of a Convolutional Neural Network for Automated Detection of Scaphoid Fractures on Conventional Radiographs,https://doi.org/10.1148/ryai.2021200260,1.0,True,Development and Validation of a Convolutional Neural Network for Automated Detection of Scaphoid Fractures on Conventional Radiographs Hendrix Scholten Vernhout Bruijnen Maresch Jong Diepstraten Bollen Schalekamp Rooij Scholtens Hendrix Samson Sharon  Ong Postma Ginneken Rutten
heri21,https://repository.ubn.ru.nl/handle/2066/236792,CNN-based Lung CT Registration with Multiple Anatomical Constraints,https://doi.org/https://doi.org/10.1016/j.media.2021.102139,CNN-based lung CT registration with multiple anatomical constraints,https://doi.org/10.1016/j.media.2021.102139,1.0,False,CNN-based Lung CT Registration with Multiple Anatomical Constraints Hering Häger Moltz Lessmann Heldmann van Ginneken
herm19,,Deep-learning based histopathologic assessment of kidney tissue,https://doi.org/10.1681/ASN.2019020144,,,,False,Deep-learning based histopathologic assessment of kidney tissue Hermsen Bel Boer Steenbergen Kers Florquin Roelofs Stegall Alexander Smith Smeets Hilbrands Laak
herm21,https://repository.ubn.ru.nl/handle/2066/238916,Quantitative assessment of inflammatory infiltrates in kidney transplant biopsies using multiplex tyramide signal amplification and deep learning,https://doi.org/10.1038/s41374-021-00601-w,Quantitative assessment of inflammatory infiltrates in kidney transplant biopsies using multiplex tyramide signal amplification and deep learning,https://doi.org/10.1038/s41374-021-00601-w,1.0,True,Quantitative assessment of inflammatory infiltrates in kidney transplant biopsies using multiplex tyramide signal amplification and deep learning Hermsen Volk Bräsen Geijs Gwinner Kers Linmans Schaadt Schmitz Steenbergen Swiderska-Chadaj Smeets Hilbrands Laak
heuv18,https://repository.ubn.ru.nl/handle/2066/196891,Comparison Study of Low-Cost Ultrasound Devices for Estimation of Gestational Age in Resource-Limited Countries,https://doi.org/10.1016/j.ultrasmedbio.2018.05.023,Comparison Study of Low-Cost Ultrasound Devices for Estimation of Gestational Age in Resource-Limited Countries,https://doi.org/10.1016/j.ultrasmedbio.2018.05.023,1.0,True,Comparison Study of Low-Cost Ultrasound Devices for Estimation of Gestational Age in Resource-Limited Countries Heuvel Bruijn Moens-van  Moesdijk Beverdam Ginneken Korte
heuv19a,https://repository.ubn.ru.nl/handle/2066/201329,Automated Fetal Head Detection and Circumference Estimation from Free-Hand Ultrasound Sweeps Using Deep Learning in Resource-Limited Countries,https://doi.org/10.1016/j.ultrasmedbio.2018.09.015,AUTOMATED FETAL HEAD DETECTION AND CIRCUMFERENCE ESTIMATION FROM FREE-HAND ULTRASOUND SWEEPS USING DEEP LEARNING IN RESOURCE- LIMITED COUNTRIES,https://doi.org/10.1016/j.ultrasmedbio.2018.09.015,0.9964912280701754,True,Automated Fetal Head Detection and Circumference Estimation from Free-Hand Ultrasound Sweeps Using Deep Learning in Resource-Limited Countries Heuvel Petros Santini Korte Ginneken
hoek09,https://repository.ubn.ru.nl/handle/2066/79762,Multiparametric MRI for prostate cancer screening,,[Multiparametric MRI for prostate cancer screening],,0.98,False,Multiparametric MRI for prostate cancer screening Hoeks Fütterer Somford Oort Huisman Barentsz
hoes11,https://repository.ubn.ru.nl/handle/2066/97657,Association of the transfer coefficient of the lung for carbon monoxide with emphysema progression in male smokers,https://doi.org/10.1183/09031936.00050711,Association of the transfer coefficient of the lung for carbon monoxide with emphysema progression in male smokers,https://doi.org/10.1183/09031936.00050711,1.0,True,Association of the transfer coefficient of the lung for carbon monoxide with emphysema progression in male smokers Mohamed  Hoesein Zanen Ginneken Klaveren Lammers
hoes12,https://repository.ubn.ru.nl/handle/2066/110461,CT-quantified emphysema distribution is associated with lung function decline,https://doi.org/10.1183/09031936.00186311,CT-quantified emphysema distribution is associated with lung function decline,https://doi.org/10.1183/09031936.00186311,1.0,True,CT-quantified emphysema distribution is associated with lung function decline Mohamed  Hoesein Rikxoort Ginneken Jong Prokop Lammers Zanen
hoes12a,https://repository.ubn.ru.nl/handle/2066/108582,Lung function decline in heavy male smokers relates to baseline airflow obstruction severity,https://doi.org/10.1378/chest.11-2837,Lung function decline in heavy male smokers relates to baseline airflow obstruction severity,https://doi.org/10.1378/chest.11-2837,1.0,True,Lung function decline in heavy male smokers relates to baseline airflow obstruction severity Mohamed  Hoesein Zanen Boezen Groen Ginneken Jong Postma Lammers
hoge12,https://repository.ubn.ru.nl/handle/2066/110554,Clavicle segmentation in chest radiographs,https://doi.org/10.1016/j.media.2012.06.009,Clavicle segmentation in chest radiographs,https://doi.org/10.1016/j.media.2012.06.009,1.0,True,Clavicle segmentation in chest radiographs Hogeweg Sánchez Jong Maduskar Ginneken
hoge13,https://repository.ubn.ru.nl/handle/2066/118444,Foreign object detection and removal to improve automated analysis of chest radiographs,https://doi.org/10.1118/1.4805104,Foreign object detection and removal to improve automated analysis of chest radiographs,https://doi.org/10.1118/1.4805104,1.0,True,Foreign object detection and removal to improve automated analysis of chest radiographs Hogeweg Sánchez Melendez Maduskar Story Hayward Ginneken
hoge13a,https://repository.ubn.ru.nl/handle/2066/126283,Suppression of translucent elongated structures: applications in chest radiography,https://doi.org/10.1109/TMI.2013.2274212,Suppression of translucent elongated structures: applications in chest radiography,https://doi.org/10.1109/TMI.2013.2274212,1.0,True,Suppression of translucent elongated structures applications in chest radiography Hogeweg Sánchez Ginneken
hoge17,https://repository.ubn.ru.nl/handle/2066/175031,Fast and effective quantification of symmetry in medical images for pathology detection: application to chest radiography,https://doi.org/10.1002/mp.12127,Fast and effective quantification of symmetry in medical images for pathology detection: Application to chest radiography,https://doi.org/10.1002/mp.12127,1.0,True,Fast and effective quantification of symmetry in medical images for pathology detection application to chest radiography Hogeweg Sánchez Maduskar Philipsen Ginneken
hoop10a,https://repository.ubn.ru.nl/handle/2066/89333,Screening for lung cancer with digital chest radiography: sensitivity and number of secondary work-up CT examinations,https://doi.org/10.1148/radiol.09091308,Screening for lung cancer with digital chest radiography: sensitivity and number of secondary work-up CT examinations.,https://doi.org/10.1148/radiol.09091308,0.9957446808510638,True,Screening for lung cancer with digital chest radiography sensitivity and number of secondary work-up CT examinations Hoop Schaefer-Prokop Gietema Jong Ginneken Klaveren Prokop
hoop10c,https://repository.ubn.ru.nl/handle/2066/89546,Computer-aided Detection of Lung Cancer on Chest Radiographs: Effect on Observer Performance,https://doi.org/10.1148/radiol.10092437,Computer-aided detection of lung cancer on chest radiographs: effect on observer performance.,https://doi.org/10.1148/radiol.10092437,0.9945945945945946,True,Computer-aided Detection of Lung Cancer on Chest Radiographs Effect on Observer Performance Hoop Boo Gietema Hoorn Mearadji Schijf Ginneken Prokop Schaefer-Prokop
hoop12,https://repository.ubn.ru.nl/handle/2066/109230,Pulmonary Perifissural Nodules on CT Scans: Rapid Growth Is Not a Predictor of Malignancy,https://doi.org/10.1148/radiol.12112351,Pulmonary Perifissural Nodules on CT Scans: Rapid Growth Is Not a Predictor of Malignancy,https://doi.org/10.1148/radiol.12112351,1.0,True,Pulmonary Perifissural Nodules on CT Scans Rapid Growth Is Not a Predictor of Malignancy Hoop Ginneken Gietema Prokop
huis01,https://repository.ubn.ru.nl/handle/2066/122355,Accurate estimation of pharmacokinetic contrast-enhanced dynamic MRI parameters of the prostate,,Accurate estimation of pharmacokinetic contrast-enhanced dynamic MRI parameters of the prostate.,https://doi.org/10.1002/jmri.1085,0.9947643979057592,False,Accurate estimation of pharmacokinetic contrast-enhanced dynamic MRI parameters of the prostate Huisman Engelbrecht Barentsz
huis05,https://repository.ubn.ru.nl/handle/2066/47372,Prostate cancer: precision of integrating functional MR imaging with radiation therapy treatment by using fiducial gold markers,https://doi.org/10.1148/radiol.2361040560,Prostate cancer: precision of integrating functional MR imaging with radiation therapy treatment by using fiducial gold markers.,https://doi.org/10.1148/radiol.2361040560,0.996078431372549,True,Prostate cancer precision of integrating functional MR imaging with radiation therapy treatment by using fiducial gold markers Huisman Fütterer Lin Welmers Scheenen Dalen Visser Witjes Barentsz
huis07,https://repository.ubn.ru.nl/handle/2066/53276,Chestwall segmentation in 3D breast ultrasound using a deformable volume model,https://doi.org/10.1007/978-3-540-73273-0_21,Chestwall segmentation in 3D breast ultrasound using a deformable volume model.,,0.9936305732484076,False,Chestwall segmentation in 3D breast ultrasound using a deformable volume model Huisman Karssemeijer
huis19,https://repository.ubn.ru.nl/handle/2066/209081,Solid Science of AI Supporting Bladder Cancer CT Reading,https://doi.org/10.1016/j.acra.2019.06.014,Solid Science of AI Supporting Bladder Cancer CT Reading,https://doi.org/10.1016/j.acra.2019.06.014,1.0,True,Solid Science of AI Supporting Bladder Cancer CT Reading Huisman
huis96,https://repository.ubn.ru.nl/handle/2066/122252,Precision and accuracy of acoustospectrographic parameters,https://doi.org/10.1016/0301-5629(96)00105-6,Precision and accuracy of acousto-spectrographic parameters.,https://doi.org/10.1016/0301-5629(96)00105-6,0.9830508474576272,True,Precision and accuracy of acoustospectrographic parameters Huisman Thijssen
huis98,https://repository.ubn.ru.nl/handle/2066/122231,Quantitative ultrasonic analysis of liver metastases,https://doi.org/10.1016/S0301-5629(97)00211-1,Quantitative ultrasonic analysis of liver metastases,https://doi.org/10.1016/S0301-5629(97)00211-1,1.0,True,Quantitative ultrasonic analysis of liver metastases Huisman Thijssen Wagener Rosenbusch
huis98a,https://repository.ubn.ru.nl/handle/2066/122220,Adaptive texture feature extraction with application to ultrasonic image analysis,https://doi.org/10.1177/016173469802000204,Adaptive texture feature extraction with application to ultrasonic image analysis,https://doi.org/10.1177/016173469802000204,1.0,True,Adaptive texture feature extraction with application to ultrasonic image analysis Huisman Thijssen
isgu09,https://repository.ubn.ru.nl/handle/2066/79693,Multi-Atlas-Based Segmentation With Local Decision Fusion - Application to Cardiac and Aortic Segmentation in CT Scans,https://doi.org/10.1109/TMI.2008.2011480,Multi-atlas-based segmentation with local decision fusion--application to cardiac and aortic segmentation in CT scans.,https://doi.org/10.1109/TMI.2008.2011480,0.9830508474576272,True,Multi-Atlas-Based Segmentation With Local Decision Fusion - Application to Cardiac and Aortic Segmentation in CT Scans Išgum Staring Rutten Prokop Viergever Ginneken
isgu10,https://repository.ubn.ru.nl/handle/2066/88423,Automated aortic calcium scoring on low-dose chest computed tomography,https://doi.org/10.1118/1.3284211,Automated aortic calcium scoring on low-dose chest computed tomography.,https://doi.org/10.1118/1.3284211,0.9929078014184397,True,Automated aortic calcium scoring on low-dose chest computed tomography Išgum Rutten Prokop M.Staring Klein Pluim Viergever Ginneken
isgu12,https://repository.ubn.ru.nl/handle/2066/110344,Automatic coronary calcium scoring in low-dose chest computed tomography,https://doi.org/10.1109/TMI.2012.2216889,Automatic coronary calcium scoring in low-dose chest computed tomography,https://doi.org/10.1109/TMI.2012.2216889,1.0,True,Automatic coronary calcium scoring in low-dose chest computed tomography Išgum Prokop Niemeijer Viergever Ginneken
jaco10,https://repository.ubn.ru.nl/handle/2066/89727,Comparing coronary artery calcium and thoracic aorta calcium for prediction of all-cause mortality and cardiovascular events on low-dose non-gated computed tomography in a high-risk population of heavy smokers,https://doi.org/10.1016/j.atherosclerosis.2009.09.031,Comparing coronary artery calcium and thoracic aorta calcium for prediction of all-cause mortality and cardiovascular events on low-dose non-gated computed tomography in a high-risk population of heavy smokers.,https://doi.org/10.1016/j.atherosclerosis.2009.09.031,0.9976133651551312,True,Comparing coronary artery calcium and thoracic aorta calcium for prediction of all-cause mortality and cardiovascular events on low-dose non-gated computed tomography in a high-risk population of heavy smokers Jacobs Prokop Graaf Gondrie Janssen Koning Išgum Klaveren Oudkerk Ginneken Mali
jaco10a,https://repository.ubn.ru.nl/handle/2066/87789,Coronary artery calcification scoring in low-dose ungated CT screening for lung cancer: interscan agreement,https://doi.org/10.2214/AJR.09.3047,Coronary artery calcification scoring in low-dose ungated CT screening for lung cancer: interscan agreement.,https://doi.org/10.2214/AJR.09.3047,0.9953488372093023,True,Coronary artery calcification scoring in low-dose ungated CT screening for lung cancer interscan agreement Jacobs Išgum Gondrie Mali Ginneken Prokop Graaf
jaco11,https://repository.ubn.ru.nl/handle/2066/96752,"Computer-Aided Detection of Ground Glass Nodules in Thoracic CT images using Shape, Intensity and Context Features",https://doi.org/10.1007/978-3-642-23626-6_26,"Computer-aided detection of ground glass nodules in thoracic CT images using shape, intensity and context features",,1.0,False,"Computer-Aided Detection of Ground Glass Nodules in Thoracic CT images using Shape, Intensity and Context Features Jacobs Sánchez Saur Twellmann Jong Ginneken"
jaco12a,https://repository.ubn.ru.nl/handle/2066/110713,Coronary Artery Calcium Can Predict All-Cause Mortality and Cardiovascular Events on Low-Dose CT Screening for Lung Cancer,https://doi.org/10.2214/AJR.10.5577,Coronary artery calcium can predict all-cause mortality and cardiovascular events on low-dose CT screening for lung cancer.,https://doi.org/10.2214/AJR.https://doi.org/10.5577,0.9959183673469387,False,Coronary Artery Calcium Can Predict All-Cause Mortality and Cardiovascular Events on Low-Dose CT Screening for Lung Cancer Jacobs Gondrie Graaf Koning Išgum Ginneken Mali
jaco14,https://repository.ubn.ru.nl/handle/2066/136826,Automatic Detection of Subsolid Pulmonary Nodules in Thoracic Computed Tomography Images,https://doi.org/10.1016/j.media.2013.12.001,Automatic Detection of Subsolid Pulmonary Nodules in Thoracic Computed Tomography Images,https://doi.org/10.1016/j.media.2013.12.001,1.0,True,Automatic Detection of Subsolid Pulmonary Nodules in Thoracic Computed Tomography Images Jacobs Rikxoort Twellmann Scholten Jong Kuhnigk Oudkerk Koning Prokop Schaefer-Prokop Ginneken
jaco15,,"Solid, Part-Solid, or Non-solid?: Classification of Pulmonary Nodules in Low-Dose Chest Computed Tomography by a Computer-Aided Diagnosis System",https://doi.org/10.1097/RLI.0000000000000121,,,,False,"Solid, Part-Solid, or Non-solid? Classification of Pulmonary Nodules in Low-Dose Chest Computed Tomography by a Computer-Aided Diagnosis System Jacobs Rikxoort Scholten Jong Prokop Schaefer-Prokop Ginneken"
jaco19,https://repository.ubn.ru.nl/handle/2066/209067,Google's lung cancer AI: a promising tool that needs further validation,https://doi.org/10.1038/s41571-019-0248-7,Google's lung cancer AI: a promising tool that needs further validation,https://doi.org/10.1038/s41571-019-0248-7,1.0,True,Google's lung cancer AI a promising tool that needs further validation Jacobs Ginneken
jaco21,https://repository.ubn.ru.nl/handle/2066/231282,Assisted versus Manual Interpretation of Low-Dose CT Scans for Lung Cancer Screening: Impact on Lung-RADS Agreement,https://doi.org/10.1148/rycan.2021200160,Lung cancer screening: use the scan to decide who to scan when,,0.3389830508474576,False,Assisted versus Manual Interpretation of Low-Dose CT Scans for Lung Cancer Screening Impact on Lung-RADS Agreement Jacobs Schreuder Riel Scholten Wittenberg Winkler  Wille Hoop Sprengers Mets Geurts Prokop Schaefer-Prokop Ginneken
jaco21a,https://repository.ubn.ru.nl/handle/2066/245169,Deep Learning for Lung Cancer Detection in Screening CT Scans: Results of a Large-Scale Public Competition and an Observer Study with 11 Radiologists,https://doi.org/10.1148/ryai.2021210027,Deep Learning for Lung Cancer Detection on Screening CT Scans: Results of a Large-Scale Public Competition and an Observer Study with 11 Radiologists,https://doi.org/10.1148/ryai.2021210027,0.9932885906040269,True,Deep Learning for Lung Cancer Detection in Screening CT Scans Results of a Large-Scale Public Competition and an Observer Study with 11 Radiologists Jacobs Setio Scholten Gerke Bhattacharya M.  Hoesein Brink Ranschaert Jong Silva Geurts Chung Schalekamp Meersschaert Devaraj Pinsky Lam Ginneken Farahani
jara15,,Reduced Bone Density and Vertebral Fractures in Smokers. Men and COPD Patients at Increased Risk,https://doi.org/10.1513/AnnalsATS.201412-591OC,,,,False,Reduced Bone Density and Vertebral Fractures in Smokers. Men and COPD Patients at Increased Risk Jaramillo Wilson Stinson Stinson Lynch Bowler Lutz Bon Arnold McDonald Washko Wan DeMeo Foreman Soler Lindsay Lane Genant Silverman Hokanson Make Crapo Regan COPD Gene Investigators
kauc20,,ESR/ERS statement paper on lung cancer screening,https://doi.org/10.1007/s00330-020-06727-7,,,,False,ESR/ERS statement paper on lung cancer screening Kauczor Baird Blum Bonomo Bostantzoglou Burghuber Čepicka Comanescu Courad Devaraj Jespersen Morozov Agmon Peled Powell Prosch Ravara Rawlinson Revel Silca Snoeckx Ginneken Meerbeeck Vardavas Stackelberg Gaga (ESR) (ERS)
kobu16,https://repository.ubn.ru.nl/handle/2066/172209,Contribution of Histopathologic Tissue Composition to Quantitative MR Spectroscopy and Diffusion-weighted Imaging of the Prostate,https://doi.org/10.1148/radiol.2015142889,Contribution of Histopathologic Tissue Composition to Quantitative MR Spectroscopy and Diffusion-weighted Imaging of the Prostate,https://doi.org/10.1148/radiol.2015142889,1.0,True,Contribution of Histopathologic Tissue Composition to Quantitative MR Spectroscopy and Diffusion-weighted Imaging of the Prostate Kobus van der Laak Maas Hambrock Bruggink Hulsbergen-van de Kaa Scheenen Heerschap
kock14,https://repository.ubn.ru.nl/handle/2066/138328,Interactive lung segmentation in abnormal human and animal chest CT scans,https://doi.org/10.1118/1.4890597,Interactive lung segmentation in abnormal human and animal chest CT scans,https://doi.org/10.1118/1.4890597,1.0,True,Interactive lung segmentation in abnormal human and animal chest CT scans Kockelkorn Schaefer-Prokop Bozovic Muñoz-Barrutia Rikxoort Brown Jong Viergever Ginneken
kock16,https://repository.ubn.ru.nl/handle/2066/171478,Semi-automatic classification of textures in thoracic CT scans,https://doi.org/10.1088/0031-9155/61/16/5906,Semi-automatic classification of textures in thoracic CT scans,https://doi.org/10.1088/0031-9155/61/16/5906,1.0,True,Semi-automatic classification of textures in thoracic CT scans Kockelkorn de Jong Schaefer-Prokop Wittenberg Tiehuis Gietema Grutters Viergever van Ginneken
koes18,https://repository.ubn.ru.nl/handle/2066/194777,Computer-assisted chest radiography reading for tuberculosis screening in people living with diabetes mellitus,https://doi.org/10.5588/ijtld.17.0827,Computer-assisted chest radiography reading for tuberculosis screening in people living with diabetes mellitus,https://doi.org/10.5588/ijtld.17.0827,1.0,True,Computer-assisted chest radiography reading for tuberculosis screening in people living with diabetes mellitus Koesoemadinata Kranzer Livia Susilawati Annisa Soetedjo Ruslami Philipsen Ginneken Soetikno Crevel Alisjahbana Hill
kooi17,https://repository.ubn.ru.nl/handle/2066/173029,Large scale deep learning for computer aided detection of mammographic lesions,https://doi.org/10.1016/j.media.2016.07.007,Large scale deep learning for computer aided detection of mammographic lesions,https://doi.org/10.1016/j.media.2016.07.007,1.0,True,Large scale deep learning for computer aided detection of mammographic lesions Kooi Litjens Ginneken Gubern-Mérida Sánchez Mann Heeten Karssemeijer
kooi17c,https://repository.ubn.ru.nl/handle/2066/173098,Discriminating solitary cysts from soft tissue lesions in mammography using a pretrained deep convolutional neural network,https://doi.org/10.1002/mp.12110,Discriminating Solitary Cysts from Soft Tissue Lesions in Mammography using a Pretrained Deep Convolutional Neural Network,https://doi.org/10.1002/mp.12110,1.0,True,Discriminating solitary cysts from soft tissue lesions in mammography using a pretrained deep convolutional neural network Kooi Ginneken Karssemeijer Heeten
kos20,https://repository.ubn.ru.nl/handle/2066/220827,Pitfalls in assessing stromal tumor infiltrating lymphocytes (sTILs) in breast cancer,https://doi.org/10.1038/s41523-020-0156-0,Pitfalls in assessing stromal tumor infiltrating lymphocytes (sTILs) in breast cancer,https://doi.org/10.1038/s41523-020-0156-0,1.0,True,Pitfalls in assessing stromal tumor infiltrating lymphocytes (sTILs) in breast cancer Kos Roblin Kim Michiels Gallas Chen Vijver Goel Adams Demaria Viale Nielsen Badve Symmans Sotiriou Rimm Hewitt Denkert Loibl Luen Bartlett Savas Pruneri Dillon Cheang Tutt Hall Kok Horlings Madabhushi Laak Ciompi Laenkholm Bellolio Gruosso Fox Araya Floris Hudeček Voorwerk Beck Kerner Larsimont Declercq Eynden Pusztai Ehinger Yang AbdulJabbar Yuan Singh Hiley Bakir Lazar Naber Wienert Castillo Curigliano Dieci André Swanton Reis-Filho Sparano Balslev Chen Stovgaard Pogue-Geile Blenman Penault-Llorca Schnitt Lakhani Vincent-Salomon Rojo Braybrooke Hanna Soler-Monsó Bethmann Castaneda Willard-Gallo Sharma Lien Fineberg Thagaard Comerma Gonzalez-Ericsson Brogi Loi Saltz Klaushen Cooper Amgad Moore Salgado
kox11,https://repository.ubn.ru.nl/handle/2066/98553,a7 Nicotinic acetylcholine receptor agonist GTS-21 attenuates ventilator-induced tumour necrosis factor-a production and lung injury,https://doi.org/10.1093/bja/aer202,alpha7 Nicotinic acetylcholine receptor agonist GTS-21 attenuates ventilator-induced tumour necrosis factor-alpha production and lung injury,https://doi.org/10.1093/bja/aer202,0.9705882352941176,True,a7 Nicotinic acetylcholine receptor agonist GTS-21 attenuates ventilator-induced tumour necrosis factor-a production and lung injury Kox Pompe Peters M. Laak Hoeven Scheffer Hoedemaekers Pickkers
laak00,https://repository.ubn.ru.nl/handle/2066/144809,Hue-saturation-density (HSD) model for stain recognition in digital images from transmitted light microscopy,,Hue-saturation-density (HSD) model for stain recognition in digital images from transmitted light microscopy,,1.0,False,Hue-saturation-density (HSD) model for stain recognition in digital images from transmitted light microscopy Laak Pahlplatz Hanselaar Wilde
laak19,https://repository.ubn.ru.nl/handle/2066/215679,No pixel-level annotations needed,https://doi.org/10.1038/s41551-019-0472-6,No pixel-level annotations needed,https://doi.org/10.1038/s41551-019-0472-6,1.0,True,No pixel-level annotations needed Laak Ciompi Litjens
laak21,https://repository.ubn.ru.nl/handle/2066/235736,Deep learning in histopathology: the path to the clinic.,https://doi.org/10.1038/s41591-021-01343-4,Deep learning in histopathology: the path to the clinic,https://doi.org/10.1038/s41591-021-01343-4,0.990990990990991,True,Deep learning in histopathology the path to the clinic. Laak Litjens Ciompi
lass15,https://repository.ubn.ru.nl/handle/2066/153905,Robust semi-automatic segmentation of pulmonary subsolid nodules in chest computed tomography scans,https://doi.org/10.1088/0031-9155/60/3/1307,Robust semi-automatic segmentation of pulmonary subsolid nodules in chest computed tomography scans,https://doi.org/10.1088/0031-9155/60/3/1307,1.0,True,Robust semi-automatic segmentation of pulmonary subsolid nodules in chest computed tomography scans Lassen Jacobs Kuhnigk Ginneken Rikxoort
lass17,https://repository.ubn.ru.nl/handle/2066/181908,Fast interactive segmentation of the pulmonary lobes from thoracic computed tomography data,https://doi.org/10.1088/1361-6560/aa7674,Fast interactive segmentation of the pulmonary lobes from thoracic computed tomography data,https://doi.org/10.1088/1361-6560/aa7674,1.0,True,Fast interactive segmentation of the pulmonary lobes from thoracic computed tomography data Lassen-Schmidt Kuhnigk Konrad Ginneken Rikxoort
leac12,https://repository.ubn.ru.nl/handle/2066/108222,Imaging vascular function for early stage clinical trials using dynamic contrast-enhanced magnetic resonance imaging,,Imaging vascular function for early stage clinical trials using dynamic contrast-enhanced magnetic resonance imaging.,https://doi.org/10.1007/s00330-012-2446-x,0.9957081545064378,False,Imaging vascular function for early stage clinical trials using dynamic contrast-enhanced magnetic resonance imaging Leach Morgan Tofts Buckley Huang Horsfield Chenevert Collins Jackson Lomas Whitcher Clarke Plummer Judson Jones Alonzi Brunner Koh Murphy Waterton Parker Graves Scheenen Redpath Orton Karczmar Huisman Barentsz Padhani Committee
leem20,https://repository.ubn.ru.nl/handle/2066/218599,Stacked Bidirectional Convolutional LSTMs for Deriving 3D Non-contrast CT from Spatiotemporal 4D CT,https://doi.org/10.1109/TMI.2019.2939044,Stacked Bidirectional Convolutional LSTMs for Deriving 3D Non-Contrast CT From Spatiotemporal 4D CT,https://doi.org/10.1109/TMI.2019.2939044,1.0,True,Stacked Bidirectional Convolutional LSTMs for Deriving 3D Non-contrast CT from Spatiotemporal 4D CT van de Leemput Prokop van Ginneken Manniesing
